大场景,子场景,选项,用户问题/症状,子场景症状合并,标签（附加参考，用于引导生成或校正句子内容）,用户需求,子场景用户需求合并,,,,,,,,,,,,
,,,情绪：孤立感,被歧视-情绪：孤立感,,,,,,,,,,,,,,,
,,,情绪：愤怒与怨恨,被歧视-情绪：愤怒与怨恨,,,,,,,,,,,,,,,
,,,情绪：焦虑（人际关系）,被歧视-情绪：焦虑（人际关系）,,,,,,,,,,,,,,,
,,,情绪：焦虑（外部评价）,被歧视-情绪：焦虑（外部评价）,,,,,,,,,,,,,,,
,,,情绪：焦虑（职业发展）,被歧视-情绪：焦虑（职业发展）,,,,,,,,,,,,,,,
自我关怀,不重视自己的感受,"处在一段艰难的亲密关系中,家庭,朋友,工作,自己",忽视自身需求,不重视自己的感受-忽视自身需求,,,,,,,,,,,,,,,
,,,情感压抑,不重视自己的感受-情感压抑,,,,,,,,,,,,,,,
,,,情感麻木,不重视自己的感受-情感麻木,,,,,,,,,,,,,,,
,,,自我价值感降低（自我怀疑）,不重视自己的感受-自我价值感降低（自我怀疑）,,,,,,,,,,,,,,,
,,,过度妥协（讨好）,不重视自己的感受-过度妥协（讨好）,,,,,,,,,,,,,,,
,,,去人格化（对自己冷漠或消极的态度),不重视自己的感受-去人格化（对自己冷漠或消极的态度),,,,,,,,,,,,,,,
,,,不合理信念（觉得自己无关紧要）,不重视自己的感受-不合理信念（觉得自己无关紧要）,,,,,,,,,,,,,,,
,,,风险感知迟钝,不重视自己的感受-风险感知迟钝,,,,,,,,,,,,,,,
,,,拖延自我关怀,不重视自己的感受-拖延自我关怀,,,,,,,,,,,,,,,
,,,回避交流（关于自己的话题）,不重视自己的感受-回避交流（关于自己的话题）,,,,,,,,,,,,,,,
,不重视自己的健康,"健康,自己",否认疾病,不重视自己的健康-否认疾病,,,,,,,,,,,,,,,
,,,拖延就诊拖延健身,不重视自己的健康-拖延就诊拖延健身,,,,,,,,,,,,,,,
,,,去人格化（对自己冷漠或消极的态度),不重视自己的健康-去人格化（对自己冷漠或消极的态度),,,,,,,,,,,,,,,
,,,消极行为（熬夜酗酒吸烟不健康饮食）,不重视自己的健康-消极行为（熬夜酗酒吸烟不健康饮食）,,,,,,,,,,,,,,,
,,,回避责任,不重视自己的健康-回避责任,,,,,,,,,,,,,,,
,,,认知失调（宿命论）,不重视自己的健康-认知失调（宿命论）,,,,,,,,,,,,,,,
,,,悲观,不重视自己的健康-悲观,,,,,,,,,,,,,,,
,,,情绪：无助感,不重视自己的健康-情绪：无助感,,,,,,,,,,,,,,,
,,,情绪：无力感,不重视自己的健康-情绪：无力感,,,,,,,,,,,,,,,
个人成长,考试焦虑,学业,自我价值感降低（自我怀疑）,考试焦虑-自我价值感降低（自我怀疑）,,,,,,,,,,,,,,,
,,,灾难化思维,考试焦虑-灾难化思维,,,,,,,,,,,,,,,
,,,注意力涣散,考试焦虑-注意力涣散,,,,,,,,,,,,,,,
,,,拖延学习,考试焦虑-拖延学习,,,,,,,,,,,,,,,
,,,情绪波动,考试焦虑-情绪波动,,,,,,,,,,,,,,,
,,,情绪：无助感,考试焦虑-情绪：无助感,,,,,,,,,,,,,,,
,,,情绪：焦虑（外部评价）,考试焦虑-情绪：焦虑（外部评价）,,,,,,,,,,,,,,,
,,,情绪：焦虑（学历）,考试焦虑-情绪：焦虑（学历）,,,,,,,,,,,,,,,
,落榜,学业,自我价值感降低（自我怀疑）,落榜-自我价值感降低（自我怀疑）,,,,,,,,,,,,,,,
,,,灾难化思维,落榜-灾难化思维,,,,,,,,,,,,,,,
,,,社交退缩,落榜-社交退缩,,,,,,,,,,,,,,,
,,,情绪：嫉妒,落榜-情绪：嫉妒,,,,,,,,,,,,,,,
,,,情绪：失望与沮丧,落榜-情绪：失望与沮丧,,,,,,,,,,,,,,,
,,,情绪：愤怒与怨恨,落榜-情绪：愤怒与怨恨,,,,,,,,,,,,,,,
,,,情绪：焦虑（外部评价）,落榜-情绪：焦虑（外部评价）,,,,,,,,,,,,,,,
,,,情绪：焦虑（学历）,落榜-情绪：焦虑（学历）,,,,,,,,,,,,,,,
,,,情绪：迷茫（人生规划）,落榜-情绪：迷茫（人生规划）,,,,,,,,,,,,,,,
,留学适应,学业,文化冲击,留学适应-文化冲击,,,,,,,,,,,,,,,
,,,思乡,留学适应-思乡,,,,,,,,,,,,,,,
,,,自我价值感降低（自我怀疑）,留学适应-自我价值感降低（自我怀疑）,,,,,,,,,,,,,,,
,,,情绪：无助感,留学适应-情绪：无助感,,,,,,,,,,,,,,,
,,,情绪：孤独,留学适应-情绪：孤独,,,,,,,,,,,,,,,
,,,情绪：孤立感,留学适应-情绪：孤立感,,,,,,,,,,,,,,,
,,,情绪：焦虑（人际关系）,留学适应-情绪：焦虑（人际关系）,,,,,,,,,,,,,,,
,,,情绪：焦虑（考试）,留学适应-情绪：焦虑（考试）,,,,,,,,,,,,,,,
,,,情绪：焦虑（学历）,留学适应-情绪：焦虑（学历）,,,,,,,,,,,,,,,
,,,情绪：焦虑（经济压力）,留学适应-情绪：焦虑（经济压力）,,,,,,,,,,,,,,,
,,,情绪：迷茫（人生规划）,留学适应-情绪：迷茫（人生规划）,,,,,,,,,,,,,,,
,职业迷茫,工作,自我价值感降低（自我怀疑）,职业迷茫-自我价值感降低（自我怀疑）,,,,,,,,,,,,,,,
,,,过度研究,职业迷茫-过度研究,,,,,,,,,,,,,,,
,,,回避责任,职业迷茫-回避责任,,,,,,,,,,,,,,,
,,,拖延求职,职业迷茫-拖延求职,,,,,,,,,,,,,,,
,,,决策困难,职业迷茫-决策困难,,,,,,,,,,,,,,,
,,,情绪：迷茫（人生规划）,职业迷茫-情绪：迷茫（人生规划）,,,,,,,,,,,,,,,
,,,情绪：愤怒与怨恨（自主性被侵犯）,职业迷茫-情绪：愤怒与怨恨（自主性被侵犯）,,,,,,,,,,,,,,,
,,,情绪：无助感,职业迷茫-情绪：无助感,,,,,,,,,,,,,,,
,,,情绪：焦虑（经济压力）,职业迷茫-情绪：焦虑（经济压力）,,,,,,,,,,,,,,,
,,,情绪：焦虑（职业发展）,职业迷茫-情绪：焦虑（职业发展）,,,,,,,,,,,,,,,
,定居点选择迷茫,工作,自我价值感降低（自我怀疑）,定居点选择迷茫-自我价值感降低（自我怀疑）,,,,,,,,,,,,,,,
,,,文化冲击,定居点选择迷茫-文化冲击,,,,,,,,,,,,,,,
,,,拖延决策,定居点选择迷茫-拖延决策,,,,,,,,,,,,,,,
,,,过度研究,定居点选择迷茫-过度研究,,,,,,,,,,,,,,,
,,,决策困难,定居点选择迷茫-决策困难,,,,,,,,,,,,,,,
,,,回避责任,定居点选择迷茫-回避责任,,,,,,,,,,,,,,,
,,,情绪：无助感,定居点选择迷茫-情绪：无助感,,,,,,,,,,,,,,,
,,,情绪：迷茫（人生规划）,定居点选择迷茫-情绪：迷茫（人生规划）,,,,,,,,,,,,,,,
,,,情绪：焦虑（经济压力）,定居点选择迷茫-情绪：焦虑（经济压力）,,,,,,,,,,,,,,,
,,,情绪：焦虑（职业发展）,定居点选择迷茫-情绪：焦虑（职业发展）,,,,,,,,,,,,,,,
,找不到工作,工作,自我价值感降低（自我怀疑）,找不到工作-自我价值感降低（自我怀疑）,,,,,,,,,,,,,,,
,,,拖延求职,找不到工作-拖延求职,,,,,,,,,,,,,,,
,,,灾难化思维,找不到工作-灾难化思维,,,,,,,,,,,,,,,
,,,过度准备,找不到工作-过度准备,,,,,,,,,,,,,,,
,,,家庭冲突,找不到工作-家庭冲突,,,,,,,,,,,,,,,
,,,回避交流,找不到工作-回避交流,,,,,,,,,,,,,,,
,,,社交退缩,找不到工作-社交退缩,,,,,,,,,,,,,,,
,,,消极行为（熬夜酗酒吸烟不健康饮食）,找不到工作-消极行为（熬夜酗酒吸烟不健康饮食）,,,,,,,,,,,,,,,
,,,情绪：愤怒与怨恨,找不到工作-情绪：愤怒与怨恨,,,,,,,,,,,,,,,
,,,情绪：无助感,找不到工作-情绪：无助感,,,,,,,,,,,,,,,
,,,情绪：孤立感,找不到工作-情绪：孤立感,,,,,,,,,,,,,,,
,,,情绪：安全感缺失,找不到工作-情绪：安全感缺失,,,,,,,,,,,,,,,
,,,情绪：焦虑（经济压力）,找不到工作-情绪：焦虑（经济压力）,,,,,,,,,,,,,,,
,,,情绪：焦虑（职业发展）,找不到工作-情绪：焦虑（职业发展）,,,,,,,,,,,,,,,
,生活工作不平衡,工作,社交隔离（无法开始重建社交）,生活工作不平衡-社交隔离（无法开始重建社交）,,,,,,,,,,,,,,,
,,,过劳,生活工作不平衡-过劳,,,,,,,,,,,,,,,
,,,情绪：迷茫（人生规划）,生活工作不平衡-情绪：迷茫（人生规划）,,,,,,,,,,,,,,,
,,,情绪：焦虑（疾病）,生活工作不平衡-情绪：焦虑（疾病）,,,,,,,,,,,,,,,
,,,情绪：焦虑（人际关系）,生活工作不平衡-情绪：焦虑（人际关系）,,,,,,,,,,,,,,,
,职业倦怠,工作,自我价值感降低（自我怀疑）,职业倦怠-自我价值感降低（自我怀疑）,,,,,,,,,,,,,,,
,,,去人格化（对自己和他人冷漠或消极的态度),职业倦怠-去人格化（对自己和他人冷漠或消极的态度),,,,,,,,,,,,,,,
,,,注意力涣散,职业倦怠-注意力涣散,,,,,,,,,,,,,,,
,,,拖延交付,职业倦怠-拖延交付,,,,,,,,,,,,,,,
,,,情绪：孤立感,职业倦怠-情绪：孤立感,,,,,,,,,,,,,,,
,,,情绪：焦虑（职业发展）,职业倦怠-情绪：焦虑（职业发展）,,,,,,,,,,,,,,,
,,,情绪：迷茫（人生规划）,职业倦怠-情绪：迷茫（人生规划）,,,,,,,,,,,,,,,
,失业,工作,自我价值感降低（自我怀疑）,失业-自我价值感降低（自我怀疑）,,,,,,,,,,,,,,,
,,,拖延求职,失业-拖延求职,,,,,,,,,,,,,,,
,,,灾难化思维,失业-灾难化思维,,,,,,,,,,,,,,,
,,,过度准备,失业-过度准备,,,,,,,,,,,,,,,
,,,家庭冲突,失业-家庭冲突,,,,,,,,,,,,,,,
,,,回避交流,失业-回避交流,,,,,,,,,,,,,,,
,,,社交退缩,失业-社交退缩,,,,,,,,,,,,,,,
,,,社交隔离（无法开始重建社交）,失业-社交隔离（无法开始重建社交）,,,,,,,,,,,,,,,
,,,消极行为（熬夜酗酒吸烟不健康饮食）,失业-消极行为（熬夜酗酒吸烟不健康饮食）,,,,,,,,,,,,,,,
,,,情绪：愤怒与怨恨,失业-情绪：愤怒与怨恨,,,,,,,,,,,,,,,
,,,情绪：无助感,失业-情绪：无助感,,,,,,,,,,,,,,,
,,,情绪：孤立感,失业-情绪：孤立感,,,,,,,,,,,,,,,
,,,情绪：安全感缺失,失业-情绪：安全感缺失,,,,,,,,,,,,,,,
,,,情绪：焦虑（经济压力）,失业-情绪：焦虑（经济压力）,,,,,,,,,,,,,,,
,,,情绪：焦虑（职业发展）,失业-情绪：焦虑（职业发展）,,,,,,,,,,,,,,,
擦拭信念,补强,更勇敢,,,,,,,,,,,,,,,,,
,原谅,更勇敢,,,,,,,,,,,,,,,,,
,净输出,更勇敢,,,,,,,,,,,,,,,,,
,爱仇敌,更勇敢,,,,,,,,,,,,,,,,,
,为他人留下贡献和遗产,更勇敢,,,,,,,,,,,,,,,,,
