用户问题/症状,子场景症状合并,标签（附加参考，用于引导生成或校正句子内容）,自我肯定语,zhihu_link
社交隔离（无法开始重建社交）,,用户1级需求： 用户2级需求：,在无人问津的时刻，我如同置身于深邃的海中，自我对话的声音成了导航的灯塔。,https://www.zhihu.com/pin/1233544502192680960 https://www.zhihu.com/question/521749945/answer/2418263834
社交隔离（无法开始重建社交）,,用户1级需求： 用户2级需求：,孤独不是终点，而是自我探索和强大内心的起点。,https://www.zhihu.com/pin/1233544502192680960 https://www.zhihu.com/question/521749945/answer/2418263834
社交隔离（无法开始重建社交）,,用户1级需求： 用户2级需求：,我用这段时间打磨自己，以备在星光再次闪耀时，更好地与人相遇。,https://www.zhihu.com/pin/1233544502192680960 https://www.zhihu.com/question/521749945/answer/2418263834
社交隔离（无法开始重建社交）,,用户1级需求： 用户2级需求：,在寂静中，我看到了生活的另一种色彩，那是属于我的独立篇章。,https://www.zhihu.com/pin/1233544502192680960 https://www.zhihu.com/question/521749945/answer/2418263834
情绪：愤怒与怨恨,,用户1级需求： 用户2级需求：,我心头的怒火，是我对世界渴求的呼声，它指引我去倾听内心的诉求。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/487861949/answer/2511453315
情绪：愤怒与怨恨,,用户1级需求： 用户2级需求：,怒火燃烧着我，但它揭示了我心底的期待——对尊重与理解的渴望。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/487861949/answer/2511453315
情绪：愤怒与怨恨,,用户1级需求： 用户2级需求：,怨恨让我处在自己心灵的战场，现在我选择把它变成追求和谐的旅程。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/487861949/answer/2511453315
情绪：愤怒与怨恨,,用户1级需求： 用户2级需求：,透过愤怒的细节，我看到了不公，它激发我勇敢地为之奋斗。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/487861949/answer/2511453315
情绪：愤怒与怨恨,,用户1级需求： 用户2级需求：,怨恨像是心底的荆棘，我愿意一点一点拔除它们，以宽容之心重新开始。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/487861949/answer/2511453315
自卑,,用户1级需求： 用户2级需求：,我的价值像稻田里的谷粒一样，是自然成长起来的，不需要证明给任何人。,https://www.zhihu.com/question/20694013/answer/1846677969
自卑,,用户1级需求： 用户2级需求：,每一次呼吸时，我的生命力如同天空中的星辰，耀眼而真实。,https://www.zhihu.com/question/20694013/answer/1846677969
自卑,,用户1级需求： 用户2级需求：,我的自信并非来源于他者的赞许，而是来自我对自己的深刻理解和温柔接纳。,https://www.zhihu.com/question/20694013/answer/1846677969
自卑,,用户1级需求： 用户2级需求：,我明白，自己是这世界中的独一无二人，我的特别无从效仿。,https://www.zhihu.com/question/20694013/answer/1846677969
自卑,,用户1级需求： 用户2级需求：,我内心有着看不见的光芒，它照亮我前进的道路，驱散一切怀疑与恐惧。,https://www.zhihu.com/question/20694013/answer/1846677969
睡眠障碍,,用户1级需求： 用户2级需求：,我静静地挖掘我自己，希望能在睡眠深处找到答案。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/432246724/answer/2169563558
睡眠障碍,,用户1级需求： 用户2级需求：,夜晚的星光下，我深吸一口气，让我的内心像夜一样宁静。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/432246724/answer/2169563558
睡眠障碍,,用户1级需求： 用户2级需求：,就寝时的那片安宁，是我迎接新的一天的序曲。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/432246724/answer/2169563558
睡眠障碍,,用户1级需求： 用户2级需求：,我不仅养成了良好的睡眠习惯，我的生活也因此更加健康。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/432246724/answer/2169563558
睡眠障碍,,用户1级需求： 用户2级需求：,我学会了拥抱自我，抛下包袱，我在星光下寻找着梦的世界。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/432246724/answer/2169563558
自我中心（自恋、自负，过渡关注自我需要，缺乏对他人的关注）,,用户1级需求： 用户2级需求：,我与他人勾连的每个瞬间，都是我向内心深处靠近的一步。,https://www.zhihu.com/question/20307773/answer/2553466989
自我中心（自恋、自负，过渡关注自我需要，缺乏对他人的关注）,,用户1级需求： 用户2级需求：,我用同理心跨越了自我设置的藩篱，发现了人生的广阔天地。,https://www.zhihu.com/question/20307773/answer/2553466989
自我中心（自恋、自负，过渡关注自我需要，缺乏对他人的关注）,,用户1级需求： 用户2级需求：,我不再把个人需求高高挂起，学会了平视他人，欣赏他们的光辉。,https://www.zhihu.com/question/20307773/answer/2553466989
自我中心（自恋、自负，过渡关注自我需要，缺乏对他人的关注）,,用户1级需求： 用户2级需求：,在他人的需要中，我看见了自己成长的光芒。,https://www.zhihu.com/question/20307773/answer/2553466989
自我中心（自恋、自负，过渡关注自我需要，缺乏对他人的关注）,,用户1级需求： 用户2级需求：,我学会了在与他人的互动中认识自我，发现自我的价值。,https://www.zhihu.com/question/20307773/answer/2553466989
情感压抑,,用户1级需求：承认内心情感 用户2级需求：表达内心情感,情感的枷锁重重，它们曾捆绑我的喉咙，现在我决心松绑它们。,https://www.zhihu.com/question/470059547/answer/1980754643 https://www.zhihu.com/question/276719137/answer/3053432761
情感压抑,,用户1级需求：承认内心情感 用户2级需求：表达内心情感,我用情感的画笔在心灵画布上作画，每一笔都充满力量。,https://www.zhihu.com/question/470059547/answer/1980754643 https://www.zhihu.com/question/276719137/answer/3053432761
情感压抑,,用户1级需求：承认内心情感 用户2级需求：表达内心情感,我不再逃避内心的情感，它们是我通往深刻自我的指南。,https://www.zhihu.com/question/470059547/answer/1980754643 https://www.zhihu.com/question/276719137/answer/3053432761
情感压抑,,用户1级需求：承认内心情感 用户2级需求：表达内心情感,心中的情感如山间奔涌的溪水，我开始倾听它的声音。,https://www.zhihu.com/question/470059547/answer/1980754643 https://www.zhihu.com/question/276719137/answer/3053432761
情感压抑,,用户1级需求：承认内心情感 用户2级需求：表达内心情感,我情愿将内心的情感如同种在沃土中的种子，让它们发芽生长，而不是埋藏。,https://www.zhihu.com/question/470059547/answer/1980754643 https://www.zhihu.com/question/276719137/answer/3053432761
社交隔离（无法开始重建社交）,,用户1级需求： 用户2级需求：,我在孤独中寻找着群体的感觉，就像在冬天里找寻春天的温暖。,https://www.zhihu.com/pin/1233544502192680960 https://www.zhihu.com/question/521749945/answer/2418263834
社交隔离（无法开始重建社交）,,用户1级需求： 用户2级需求：,每一滴成长都需要时间，就像每一场雨都会变成花。我在重建社交中，寻找着自己的角色。,https://www.zhihu.com/pin/1233544502192680960 https://www.zhihu.com/question/521749945/answer/2418263834
社交隔离（无法开始重建社交）,,用户1级需求： 用户2级需求：,我渴望的不是快捷的胜利，而是经历风霜后，能够翻山越岭的能力。,https://www.zhihu.com/pin/1233544502192680960 https://www.zhihu.com/question/521749945/answer/2418263834
社交隔离（无法开始重建社交）,,用户1级需求： 用户2级需求：,我在这热闹的城市中独行，却能感受到内心的千万掌声。,https://www.zhihu.com/pin/1233544502192680960 https://www.zhihu.com/question/521749945/answer/2418263834
社交隔离（无法开始重建社交）,,用户1级需求： 用户2级需求：,小小的微笑，简单的问候，在这重建社交的路上，每一个都是我坚实的足迹。,https://www.zhihu.com/pin/1233544502192680960 https://www.zhihu.com/question/521749945/answer/2418263834
情绪波动,,用户1级需求： 用户2级需求：,我倾听着情绪的低语，它们是我方向的风向标。,https://www.zhihu.com/pin/1512927116891394048 https://www.zhihu.com/question/302561314/answer/1879241996
情绪波动,,用户1级需求： 用户2级需求：,我在情绪的每一波起伏中捕捉着成长的火花。,https://www.zhihu.com/pin/1512927116891394048 https://www.zhihu.com/question/302561314/answer/1879241996
情绪波动,,用户1级需求： 用户2级需求：,我让我的情绪流露出来，却不再被它们所左右。,https://www.zhihu.com/pin/1512927116891394048 https://www.zhihu.com/question/302561314/answer/1879241996
情绪波动,,用户1级需求： 用户2级需求：,在情绪的波澜中，我找到了自我淬炼的光芒。,https://www.zhihu.com/pin/1512927116891394048 https://www.zhihu.com/question/302561314/answer/1879241996
情绪波动,,用户1级需求： 用户2级需求：,即使面对激烈的情绪波动，我依旧是那个静观不惊的观察者。,https://www.zhihu.com/pin/1512927116891394048 https://www.zhihu.com/question/302561314/answer/1879241996
情绪：孤立感,,用户1级需求： 用户2级需求：,在那寂静无声的时刻，我意识到自己像是飘扬在空中的孤叶，但只要开始飘向人群，我就是群树中的一员。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/453240297/answer/2654594326
情绪：孤立感,,用户1级需求： 用户2级需求：,对话，是我与世界沟通的桥梁，它让我的心灵不再感到寂寞。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/453240297/answer/2654594326
情绪：孤立感,,用户1级需求： 用户2级需求：,在我的身边，有着一群温暖的伙伴，我们共同的努力让孤独远离了我。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/453240297/answer/2654594326
情绪：孤立感,,用户1级需求： 用户2级需求：,我渴望与人连接，因为那是我灵魂深处最真实的呼声。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/453240297/answer/2654594326
情绪：孤立感,,用户1级需求： 用户2级需求：,每一次对话，我都像是在翻阅一本新书，透过别人的故事，看见不同的世界。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/453240297/answer/2654594326
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,我用忙碌填满时间，却发现自己像一只困在笼子里的鸟，越飞越孤独。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,创造价值是我与这个世界对话的方式，每一件作品都是一次联结。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,孤独像一把钝刀，割不开我与他人之间的隔阂，却让我疼得清醒。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,我的双手在创造，我的心灵在联结，即使独自一人，我也不再孤单。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,我看到自己的努力像种子一样，在别人的生活中生根发芽。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
性焦虑,,用户1级需求： 用户2级需求：,我在焦虑中找到了自我认识的钥匙，透过清晰的镜子，看见内心真正的宁静。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/573030089/answer/2811105272
性焦虑,,用户1级需求： 用户2级需求：,我的每个焦虑的念头，都是我内心深处对未来的渴求，在向我呼唤，我听见了，并决心站出来面对。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/573030089/answer/2811105272
性焦虑,,用户1级需求： 用户2级需求：,我勇敢地拥抱我的每一个感受，让自我接受成为我自信之源的丰碑。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/573030089/answer/2811105272
决策困难,,用户1级需求： 用户2级需求：,我在时间的流转中慢慢做出选择，每一次耐心都是对过程的尊重。,https://www.zhihu.com/question/397468288/answer/1250882460 https://www.zhihu.com/question/436132873/answer/1655201862
决策困难,,用户1级需求： 用户2级需求：,每个选择于我都是生命的呼吸，它们让我生长。,https://www.zhihu.com/question/397468288/answer/1250882460 https://www.zhihu.com/question/436132873/answer/1655201862
决策困难,,用户1级需求： 用户2级需求：,我在不确定性的影子下寻找解谜的乐趣，逐渐揭开迷雾。,https://www.zhihu.com/question/397468288/answer/1250882460 https://www.zhihu.com/question/436132873/answer/1655201862
决策困难,,用户1级需求： 用户2级需求：,我相信内心的声音，它引导我走向正确的方向。,https://www.zhihu.com/question/397468288/answer/1250882460 https://www.zhihu.com/question/436132873/answer/1655201862
决策困难,,用户1级需求： 用户2级需求：,在人生的道路上，我开始学会相信自己，每一步都是坚实的脚印。,https://www.zhihu.com/question/397468288/answer/1250882460 https://www.zhihu.com/question/436132873/answer/1655201862
情绪：焦虑（经济压力）,,用户1级需求： 用户2级需求：,我和金钱之间的关系不是简单的价值衡量，我的价值远在其之上。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/313253074/answer/2468916548
情绪：焦虑（经济压力）,,用户1级需求： 用户2级需求：,在这窒息的焦虑中，我依然能找到突破口，每一次呼吸都是自我成长的线索。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/313253074/answer/2468916548
情绪：焦虑（经济压力）,,用户1级需求： 用户2级需求：,如同掩埋在沙土下的珍珠，我真正的财富在我内心深藏。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/313253074/answer/2468916548
情绪：焦虑（经济压力）,,用户1级需求： 用户2级需求：,经济的枷锁如此沉重，但我相信，我有能力解开它们，迎接光明。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/313253074/answer/2468916548
情绪：焦虑（经济压力）,,用户1级需求： 用户2级需求：,当沉重的步伐令我几欲窒息，我却能在黑暗中摸索出一条出路。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/313253074/answer/2468916548
情绪：焦虑（人际关系）,,用户1级需求： 用户2级需求：,我的焦虑，犹如雨后池塘上空的乌云，遮不住我内心纯净的天空。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/411506270/answer/1378172780
情绪：焦虑（人际关系）,,用户1级需求： 用户2级需求：,我相信自己的星辰，不必担心别人手中的指南针。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/411506270/answer/1378172780
情绪：焦虑（人际关系）,,用户1级需求： 用户2级需求：,活在和谐的人际缝隙中，是我对世界最温暖的回应。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/411506270/answer/1378172780
情绪：焦虑（人际关系）,,用户1级需求： 用户2级需求：,生活的路上，我不必为了迎合每一道目光而牺牲了自己的方向。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/411506270/answer/1378172780
情绪：焦虑（人际关系）,,用户1级需求： 用户2级需求：,在人际关系的长河中，我不是方舟，我只是飘扬的帆，有自己的方向。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/411506270/answer/1378172780
沟通障碍（不敢尝试表达）,,用户1级需求： 用户2级需求：,我的声音虽颤抖，亦如春雨从沟壑中窜出，带着生命力的赞歌。,https://www.zhihu.com/question/20248729/answer/2067118565 https://www.zhihu.com/question/633364716/answer/3424618060
沟通障碍（不敢尝试表达）,,用户1级需求： 用户2级需求：,在沉默的海洋里，我的勇气如惊涛，每一次跃起都是对怯的挑战。,https://www.zhihu.com/question/20248729/answer/2067118565 https://www.zhihu.com/question/633364716/answer/3424618060
沟通障碍（不敢尝试表达）,,用户1级需求： 用户2级需求：,勇敢启唇，即使一片空白，‘你好’也能开启广阔的世界。,https://www.zhihu.com/question/20248729/answer/2067118565 https://www.zhihu.com/question/633364716/answer/3424618060
沟通障碍（不敢尝试表达）,,用户1级需求： 用户2级需求：,我不忧恐失，交出真心，只为收获那陪伴成长的共鸣。,https://www.zhihu.com/question/20248729/answer/2067118565 https://www.zhihu.com/question/633364716/answer/3424618060
沟通障碍（不敢尝试表达）,,用户1级需求： 用户2级需求：,当我打开心扉尝试交流，宇宙万物都在为我铺砌理解之路。,https://www.zhihu.com/question/20248729/answer/2067118565 https://www.zhihu.com/question/633364716/answer/3424618060
决策困难,,用户1级需求： 用户2级需求：,我在纷杂的选择中迷失，却也从中发现每个选项都映照着我的不同可能。,https://www.zhihu.com/question/397468288/answer/1250882460 https://www.zhihu.com/question/436132873/answer/1655201862
决策困难,,用户1级需求： 用户2级需求：,即使我今日之选择不完美，这也是我走向明天的必经之路。,https://www.zhihu.com/question/397468288/answer/1250882460 https://www.zhihu.com/question/436132873/answer/1655201862
决策困难,,用户1级需求： 用户2级需求：,我用手中的选择搭建未来，不完美，但却真实地属于我。,https://www.zhihu.com/question/397468288/answer/1250882460 https://www.zhihu.com/question/436132873/answer/1655201862
决策困难,,用户1级需求： 用户2级需求：,在决策的迷宫里，我不迷失，因为每一步都是自我认识的注脚。,https://www.zhihu.com/question/397468288/answer/1250882460 https://www.zhihu.com/question/436132873/answer/1655201862
决策困难,,用户1级需求： 用户2级需求：,我的选择，如同种子，静待花开，在内心最深处有答案。,https://www.zhihu.com/question/397468288/answer/1250882460 https://www.zhihu.com/question/436132873/answer/1655201862
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,我的价值不在于他人的赞歌，它铸造于我内心的坚定。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,在风中摇摆的是怀疑的枝叶，而我坚实的是那永不动摇的树干。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,我的生活不是一本分数册，我的分数不由外界来定夺。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,我是浩瀚星河中的一颗独一无二的星，不需要比较，自有我的光彩。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,我学会从内心深处开挖，每一块自我接纳的矿石都比赞美更贵重。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
情绪：焦虑（关系进展）,,用户1级需求： 用户2级需求：,我像观察一片缓缓飘落的树叶一样，静静地看着自己的焦虑，它是对未来不确定的轻轻颤抖。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/23105958/answer/2543721659
情绪：焦虑（关系进展）,,用户1级需求： 用户2级需求：,我学会了像种下一棵树一样等待，关注每天的灌溉而非担忧它何时开花结果。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/23105958/answer/2543721659
情绪：焦虑（关系进展）,,用户1级需求： 用户2级需求：,我知晓每段关系都是一颗独特的种子，它的生长没有人能预测。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/23105958/answer/2543721659
情绪：焦虑（关系进展）,,用户1级需求： 用户2级需求：,我相信自己的感受如同相信春风能唤醒沉睡的大地，信任他人是我开始放松的钥匙。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/23105958/answer/2543721659
情绪：焦虑（关系进展）,,用户1级需求： 用户2级需求：,我拥抱不确定性，它如同海浪拍岸一般，是生命旅程中不可避免的节奏。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/23105958/answer/2543721659
情绪：焦虑（不够独立）,,用户1级需求： 用户2级需求：,我是自己命运的主宰，我的世界由我自己来画。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/573030089/answer/2811105272
情绪：焦虑（不够独立）,,用户1级需求： 用户2级需求：,未来如同一片无边的田野，我焦虑却也勇敢地耕种。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/573030089/answer/2811105272
情绪：焦虑（不够独立）,,用户1级需求： 用户2级需求：,独立是我与挑战对抗的方式，解决问题让我更坚强。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/573030089/answer/2811105272
情绪：焦虑（不够独立）,,用户1级需求： 用户2级需求：,焦虑如同清晨的薄雾，我会用行动的太阳驱散它。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/573030089/answer/2811105272
情绪：焦虑（不够独立）,,用户1级需求： 用户2级需求：,独立是一条漫长而美丽的道路，我走在其中，欣赏沿路风景。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/573030089/answer/2811105272
去人格化（对自己和他人冷漠或消极的态度),,用户1级需求： 用户2级需求：,当我感知到自己与他人的距离正在拉远，我有力量让它们重新靠拢，生命因情感而精彩。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/38711687/answer/959270361
去人格化（对自己和他人冷漠或消极的态度),,用户1级需求： 用户2级需求：,我的内心世界需要温柔对待，每一次情感的涌现都在告诉我，我同样需要他人温暖的力量。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/38711687/answer/959270361
去人格化（对自己和他人冷漠或消极的态度),,用户1级需求： 用户2级需求：,感受到冷漠只是暂时的迷雾，我将拨云见日，重新找到对他人和世界的关怀。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/38711687/answer/959270361
去人格化（对自己和他人冷漠或消极的态度),,用户1级需求： 用户2级需求：,与人深情相拥，是我愿意承担的风险，也是我生命的华彩篇章。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/38711687/answer/959270361
去人格化（对自己和他人冷漠或消极的态度),,用户1级需求： 用户2级需求：,我愿意重新打开心扉，让温暖和阳光照进，愿意看到他人的也是看到自己的美好。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/38711687/answer/959270361
情绪：焦虑（不够独立）,,用户1级需求： 用户2级需求：,焦虑如同秋日落叶，它们提醒我生命的每一个角落都需要独立去耕耘。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/573030089/answer/2811105272
情绪：焦虑（不够独立）,,用户1级需求： 用户2级需求：,自信是我手中的盾牌，独立则是我前行的利剑，两者赋予我无比的力量。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/573030089/answer/2811105272
情绪：焦虑（不够独立）,,用户1级需求： 用户2级需求：,焦虑试图拽我下沉，我却选择独立地浮出水面，呼吸新鲜的空气。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/573030089/answer/2811105272
情绪：焦虑（不够独立）,,用户1级需求： 用户2级需求：,独立让我挣脱桎梏，像一只展翅的鹰隼，遨游在自由的天空。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/573030089/answer/2811105272
情绪：焦虑（不够独立）,,用户1级需求： 用户2级需求：,每一次独立尝试都让我更接近真实的自我，那是成长最响亮的赞歌。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/573030089/answer/2811105272
情绪：焦虑（经济压力）,,用户1级需求： 用户2级需求：,在这弥漫着经济迷雾的日子里，我坚守着内心的灯塔。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/313253074/answer/2468916548
情绪：焦虑（经济压力）,,用户1级需求： 用户2级需求：,即使金钱有时会短暂缺席，我也知道我的价值不可量。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/313253074/answer/2468916548
情绪：焦虑（经济压力）,,用户1级需求： 用户2级需求：,经济的风暴不过是过客，我内在的坚韧才是这片土地的主人。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/313253074/answer/2468916548
情绪：焦虑（经济压力）,,用户1级需求： 用户2级需求：,无论经济的风浪有多高，我总能扬起自信的帆，破浪前行。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/313253074/answer/2468916548
情绪：焦虑（经济压力）,,用户1级需求： 用户2级需求：,在金钱的喧嚣与沉默中，我听见自己灵魂深处的恒久之音：我价值非凡。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/313253074/answer/2468916548
情绪波动,,用户1级需求： 用户2级需求：,我的情绪如同四季更替，它们让我体会到生命的多样性。,https://www.zhihu.com/pin/1512927116891394048 https://www.zhihu.com/question/302561314/answer/1879241996
情绪波动,,用户1级需求： 用户2级需求：,在情绪的海洋中，我学会了掌舵，这是自我发现的旅途。,https://www.zhihu.com/pin/1512927116891394048 https://www.zhihu.com/question/302561314/answer/1879241996
情绪波动,,用户1级需求： 用户2级需求：,每一次的情绪波动都是我心灵深处的回声，我倾听它们，从中汲取力量。,https://www.zhihu.com/pin/1512927116891394048 https://www.zhihu.com/question/302561314/answer/1879241996
情绪：孤立感,,用户1级需求： 用户2级需求：,我用忙碌填满时间，却发现自己像一只困在笼子里的鸟，越飞越孤立。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/453240297/answer/2654594326
情绪：孤立感,,用户1级需求： 用户2级需求：,创造价值是我与这个世界对话的方式，每一件作品都是一次联结。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/453240297/answer/2654594326
情绪：孤立感,,用户1级需求： 用户2级需求：,孤立像一把钝刀，割不开我与他人之间的隔阂，却让我疼得清醒。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/453240297/answer/2654594326
情绪：孤立感,,用户1级需求： 用户2级需求：,我的双手在创造，我的心灵在联结，即使独自一人，我也不再孤单。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/453240297/answer/2654594326
家庭冲突,,用户1级需求： 用户2级需求：,我像种子一样，在家庭中播撒爱与理解，期望生长出和谐的花朵。,https://www.zhihu.com/question/660341866/answer/3556211360 https://www.zhihu.com/question/427041303/answer/1675742541
家庭冲突,,用户1级需求： 用户2级需求：,我在家庭的风浪中掌稳舵，尽力导航至最平静的港湾。,https://www.zhihu.com/question/660341866/answer/3556211360 https://www.zhihu.com/question/427041303/answer/1675742541
家庭冲突,,用户1级需求： 用户2级需求：,家是我心灵的堡垒，我会用耐心和智慧筑起这个堡垒。,https://www.zhihu.com/question/660341866/answer/3556211360 https://www.zhihu.com/question/427041303/answer/1675742541
家庭冲突,,用户1级需求： 用户2级需求：,我在冲突的风暴中不退缩，而是看见了一个成熟家庭关系的塑造机会。,https://www.zhihu.com/question/660341866/answer/3556211360 https://www.zhihu.com/question/427041303/answer/1675742541
家庭冲突,,用户1级需求： 用户2级需求：,家是心灵的家园，我不畏惧挑战，也不逃避述说真实的心声。,https://www.zhihu.com/question/660341866/answer/3556211360 https://www.zhihu.com/question/427041303/answer/1675742541
灾难化思维,,用户1级需求： 用户2级需求：,我的眼睛不应只看到杯子里消失的水，而应看到杯子中保留的生命之源。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/497737774/answer/2217174921
灾难化思维,,用户1级需求： 用户2级需求：,在生活的棋盘上，移动棋子的人是我自己，我不喜欢只朝最坏的结局设想。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/497737774/answer/2217174921
灾难化思维,,用户1级需求： 用户2级需求：,乌云终究会散去，我看到的每一个困境边缘，都是曙光悄悄来临的信号。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/497737774/answer/2217174921
灾难化思维,,用户1级需求： 用户2级需求：,心海的波浪由我自己掀起，我可以是那平静水面上唯一的航海家。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/497737774/answer/2217174921
灾难化思维,,用户1级需求： 用户2级需求：,我不是命运的预言家，何须总在心中烹饪未来的悲欢。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/497737774/answer/2217174921
过度依赖外界,,用户1级需求： 用户2级需求：,我在他人的帮助下站立，但我脚下的路是自己一步步走出来的。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/40315645/answer/783805070
过度依赖外界,,用户1级需求： 用户2级需求：,我的内心是一片花园，种满了我自己的希望和坚持，独立而芬芳。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/40315645/answer/783805070
过度依赖外界,,用户1级需求： 用户2级需求：,我渐行渐远，走向一个不依赖他人的世界里，那里我找到了真正的自己。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/40315645/answer/783805070
