用户问题/症状,用户1级需求,用户2级需求,自我肯定语,生产者,参考需求,反思日志,zhihu_link
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我用诚恳的态度，以身作则，教会孩子如何道歉并赢得原谅。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我不会用愤怒回应孩子的错误，我选择理性和理解来引导他们。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我在孩子的监督下练习耐心，共同学习如何在挑战中保持镇定。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我能够让孩子明白，犯错是成长的一部分，学习原谅他人和自己同样重要。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我愿意倾听孩子的心声，和他们一起解决问题，展现关怀的力量。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
不合理信念（宿命论）,提醒自己未来是不可知的,鼓励自己重新评估信念，减少宿命论,我能在学习中发现时代变革的意义，让知识注入我期待的力量。,2号,2级需求: 鼓励自己重新评估信念，减少宿命论,2级需求: 鼓励自己重新评估信念，减少宿命论,https://www.zhihu.com/question/417493582/answer/2499848810 https://www.zhihu.com/question/532746783/answer/2535137829 https://www.zhihu.com/question/522688509/answer/2462647129
不合理信念（宿命论）,提醒自己未来是不可知的,鼓励自己重新评估信念，减少宿命论,我选择将焦虑转化成力量，让我在迎接挑战时更加坚定。,2号,2级需求: 鼓励自己重新评估信念，减少宿命论,2级需求: 鼓励自己重新评估信念，减少宿命论,https://www.zhihu.com/question/417493582/answer/2499848810 https://www.zhihu.com/question/532746783/answer/2535137829 https://www.zhihu.com/question/522688509/answer/2462647129
不合理信念（宿命论）,提醒自己未来是不可知的,鼓励自己重新评估信念，减少宿命论,我相信积极的学习能让我更好地应对时代的变局。,2号,2级需求: 鼓励自己重新评估信念，减少宿命论,2级需求: 鼓励自己重新评估信念，减少宿命论,https://www.zhihu.com/question/417493582/answer/2499848810 https://www.zhihu.com/question/532746783/answer/2535137829 https://www.zhihu.com/question/522688509/answer/2462647129
不合理信念（宿命论）,提醒自己未来是不可知的,鼓励自己重新评估信念，减少宿命论,我珍惜现在的机会，不断地提升自己以适应不断变化的世界。,2号,2级需求: 鼓励自己重新评估信念，减少宿命论,2级需求: 鼓励自己重新评估信念，减少宿命论,https://www.zhihu.com/question/417493582/answer/2499848810 https://www.zhihu.com/question/532746783/answer/2535137829 https://www.zhihu.com/question/522688509/answer/2462647129
不合理信念（宿命论）,提醒自己未来是不可知的,鼓励自己重新评估信念，减少宿命论,我具备把握机遇的智慧，无论是经济的萧条还是盛世。,2号,2级需求: 鼓励自己重新评估信念，减少宿命论,2级需求: 鼓励自己重新评估信念，减少宿命论,https://www.zhihu.com/question/417493582/answer/2499848810 https://www.zhihu.com/question/532746783/answer/2535137829 https://www.zhihu.com/question/522688509/answer/2462647129
不合理信念（宿命论）,提醒自己未来是不可知的,鼓励自己重新评估信念，减少宿命论,我会储蓄知识和经验，以备不时之需，让它们成为我跨领域的资本。,2号,2级需求: 鼓励自己重新评估信念，减少宿命论,2级需求: 鼓励自己重新评估信念，减少宿命论,https://www.zhihu.com/question/417493582/answer/2499848810 https://www.zhihu.com/question/532746783/answer/2535137829 https://www.zhihu.com/question/522688509/answer/2462647129
不合理信念（宿命论）,提醒自己未来是不可知的,鼓励自己重新评估信念，减少宿命论,我愿意深入理解世界历史与动态，以清晰的视角规划我的职业蓝图。,2号,2级需求: 鼓励自己重新评估信念，减少宿命论,2级需求: 鼓励自己重新评估信念，减少宿命论,https://www.zhihu.com/question/417493582/answer/2499848810 https://www.zhihu.com/question/532746783/answer/2535137829 https://www.zhihu.com/question/522688509/answer/2462647129
不合理信念（宿命论）,提醒自己未来是不可知的,鼓励自己重新评估信念，减少宿命论,我相信碳水化合物的智慧，通过交流和学习来充实自我。,2号,2级需求: 鼓励自己重新评估信念，减少宿命论,2级需求: 鼓励自己重新评估信念，减少宿命论,https://www.zhihu.com/question/417493582/answer/2499848810 https://www.zhihu.com/question/532746783/answer/2535137829 https://www.zhihu.com/question/522688509/answer/2462647129
不合理信念（宿命论）,提醒自己未来是不可知的,鼓励自己重新评估信念，减少宿命论,我在对话中学会开放和理解，坚信多元的观点能丰富我的生活。,2号,2级需求: 鼓励自己重新评估信念，减少宿命论,2级需求: 鼓励自己重新评估信念，减少宿命论,https://www.zhihu.com/question/417493582/answer/2499848810 https://www.zhihu.com/question/532746783/answer/2535137829 https://www.zhihu.com/question/522688509/answer/2462647129
不合理信念（宿命论）,提醒自己未来是不可知的,鼓励自己重新评估信念，减少宿命论,我将每一步稳健地前行，冷静面对未来的不确定性，保持乐观与期待。,2号,2级需求: 鼓励自己重新评估信念，减少宿命论,2级需求: 鼓励自己重新评估信念，减少宿命论,https://www.zhihu.com/question/417493582/answer/2499848810 https://www.zhihu.com/question/532746783/answer/2535137829 https://www.zhihu.com/question/522688509/answer/2462647129
不合理信念（宿命论）,提醒自己未来是不可知的,鼓励自己重新评估信念，减少宿命论,我认识到，转变思维和行为是一场漫长的航行，我有足够的智慧逐渐调整方向。,2号,2级需求: 鼓励自己重新评估信念，减少宿命论,2级需求: 鼓励自己重新评估信念，减少宿命论,https://www.zhihu.com/question/417493582/answer/2499848810 https://www.zhihu.com/question/532746783/answer/2535137829 https://www.zhihu.com/question/522688509/answer/2462647129
不合理信念（宿命论）,提醒自己未来是不可知的,鼓励自己重新评估信念，减少宿命论,我在爱情中逐渐学习理性与平衡，远离冲动的极端行为。,2号,2级需求: 鼓励自己重新评估信念，减少宿命论,2级需求: 鼓励自己重新评估信念，减少宿命论,https://www.zhihu.com/question/417493582/answer/2499848810 https://www.zhihu.com/question/532746783/answer/2535137829 https://www.zhihu.com/question/522688509/answer/2462647129
不合理信念（宿命论）,提醒自己未来是不可知的,鼓励自己重新评估信念，减少宿命论,我相信预先准备的力量，会提前规划，避免未来潜在的风险。,2号,2级需求: 鼓励自己重新评估信念，减少宿命论,2级需求: 鼓励自己重新评估信念，减少宿命论,https://www.zhihu.com/question/417493582/answer/2499848810 https://www.zhihu.com/question/532746783/answer/2535137829 https://www.zhihu.com/question/522688509/answer/2462647129
不合理信念（宿命论）,提醒自己未来是不可知的,鼓励自己重新评估信念，减少宿命论,在专业的道路上，我不断学习新技能，为不可预知的未来做好准备。,2号,2级需求: 鼓励自己重新评估信念，减少宿命论,2级需求: 鼓励自己重新评估信念，减少宿命论,https://www.zhihu.com/question/417493582/answer/2499848810 https://www.zhihu.com/question/532746783/answer/2535137829 https://www.zhihu.com/question/522688509/answer/2462647129
不合理信念（宿命论）,提醒自己未来是不可知的,鼓励自己重新评估信念，减少宿命论,我珍视跨领域的知识，这使我在面对挑战时更加从容不迫。,2号,2级需求: 鼓励自己重新评估信念，减少宿命论,2级需求: 鼓励自己重新评估信念，减少宿命论,https://www.zhihu.com/question/417493582/answer/2499848810 https://www.zhihu.com/question/532746783/answer/2535137829 https://www.zhihu.com/question/522688509/answer/2462647129
不合理信念（宿命论）,提醒自己未来是不可知的,鼓励自己重新评估信念，减少宿命论,不论环境如何变化，我都将珍惜我的工作并坚守职责。,2号,2级需求: 鼓励自己重新评估信念，减少宿命论,2级需求: 鼓励自己重新评估信念，减少宿命论,https://www.zhihu.com/question/417493582/answer/2499848810 https://www.zhihu.com/question/532746783/answer/2535137829 https://www.zhihu.com/question/522688509/answer/2462647129
不合理信念（宿命论）,提醒自己未来是不可知的,鼓励自己重新评估信念，减少宿命论,我相信积累与准备能够让我在未来的机遇中大放异彩。,2号,2级需求: 鼓励自己重新评估信念，减少宿命论,2级需求: 鼓励自己重新评估信念，减少宿命论,https://www.zhihu.com/question/417493582/answer/2499848810 https://www.zhihu.com/question/532746783/answer/2535137829 https://www.zhihu.com/question/522688509/answer/2462647129
不合理信念（宿命论）,提醒自己未来是不可知的,鼓励自己重新评估信念，减少宿命论,我将持续丰富我的个人作品集，确保它随时都能展示我的最佳才能。,2号,2级需求: 鼓励自己重新评估信念，减少宿命论,2级需求: 鼓励自己重新评估信念，减少宿命论,https://www.zhihu.com/question/417493582/answer/2499848810 https://www.zhihu.com/question/532746783/answer/2535137829 https://www.zhihu.com/question/522688509/answer/2462647129
不合理信念（宿命论）,提醒自己未来是不可知的,鼓励自己重新评估信念，减少宿命论,我愿意深入了解世界动态，将知识融入我的工作和人生规划中。,2号,2级需求: 鼓励自己重新评估信念，减少宿命论,2级需求: 鼓励自己重新评估信念，减少宿命论,https://www.zhihu.com/question/417493582/answer/2499848810 https://www.zhihu.com/question/532746783/answer/2535137829 https://www.zhihu.com/question/522688509/answer/2462647129
不合理信念（宿命论）,提醒自己未来是不可知的,鼓励自己重新评估信念，减少宿命论,我坚守对身边人的宽容与善待，知道共度难关是宝贵的团队精神。,2号,2级需求: 鼓励自己重新评估信念，减少宿命论,2级需求: 鼓励自己重新评估信念，减少宿命论,https://www.zhihu.com/question/417493582/answer/2499848810 https://www.zhihu.com/question/532746783/answer/2535137829 https://www.zhihu.com/question/522688509/answer/2462647129
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我不会因他人的看法而动摇，因为我清楚自己的价值所在。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我有能力识别并超越情绪的低潮，用实际行动迎接生活的挑战。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我接受自己的不完美，并向那些给予我力量的人表示感激。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我选择在风雨中站立，因为我知道风雨过后将是彩虹。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我会给予自己和他人同样的宽容，因为理解是心与心之间的桥梁。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我坚信即使在逆境中，我也能找到成长和学习的机会。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我相信内心的平静是我抵御外界波动的堡垒，我会维护这份宁静。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我愿意倾听自己的内心，并给予自己真诚的关怀和爱。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我有勇气面对失败，并从中汲取再次出发的动力。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我理解自己的感受，并将其转化为促进个人成长的力量。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我在复杂的情绪中找到自我平衡的力量，一步步走向成熟。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我接受现实，同时拥抱改变，因为我明白改变始于接纳。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我选择以宽容的心态看待愤怒，从中学习而非沉沦于怨恨。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我给予自己暂停的权利，让自己在忙碌的生活中找到安慰。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我愿意倾听内心的声音，渐渐分辨每一种情绪背后的真理。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我认识到，即便在挫败中，保持善良与理智也是我的选择。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我愿意耐心等待自己和他人，因为我知道等待是成长的一部分。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我不以施予为目的，而是寻找施予背后爱的真正含义。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我克服了妄念，认识到接受现实是改变它的第一步。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我学会了管理自己的情绪，不让他人担负我情绪的负担。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我接受现实，但我知道这不会阻碍我追求更好的未来。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我满意度与努力并行，它们不是对立的，而是我前进的动力。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我对现实的理解深刻，它可以是我改变的起点。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我的行动是改变现状的底气，我将拥抱责任，不把不满作为逃避的借口。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我在情绪的波动中寻得平衡，不让情绪主宰我的命运。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我承认自己的不完美，同时我赋予自己改正的机会。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我明白爱不是一种交易，而是无怨无悔的给予与包容。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我学会管理自己的情绪，不让它成为他人负担。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,在我的心中，愤怒不是力量的来源，而是理智和耐心的考验。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我不是任何人的奴隶，而是现实的朋友，我们可以共同成长。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我有能力管理自己的情绪，不将冲动传递给他人。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我愿意积极面对生活的无常，做好准备迎接每一个挑战。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我能在冲突发生后勇敢地道歉并寻求和解。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我重视诚实地与孩子沟通，反思每一个情绪爆发的原因。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我相信自己的情绪健康对于周围的每个人都至关重要。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我愿意主动设置边界，培养更健康的情绪反应模式。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我认可自己在错误后承担责任的重要性，也会努力改正。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
